Title,Title20,Country/Region,SCIE,SSCI,AHCI,ESCI
JOURNAL OF EARTHQUAKE ENGINEERING,J EARTHQ ENG,ENGLAND,X,,,
JOURNAL OF EAST ASIA AND INTERNATIONAL LAW,J E ASIA INT LAW,SOUTH KOREA,,,,X
JOURNAL OF EAST ASIAN LINGUISTICS,J EAST ASIAN LINGUIS,NETHERLANDS,,X,X,
JOURNAL OF EAST ASIAN STUDIES,J EAST ASIAN STUD,UNITED STATES,,X,,
JOURNAL OF EAST EUROPEAN MANAGEMENT STUDIES,J E EUR MANAG STUD,GERMANY,,X,,
JOURNAL OF EASTERN AFRICAN STUDIES,J EAST AFR STUD,ENGLAND,,X,,
JOURNAL OF EASTERN MEDITERRANEAN ARCHAEOLOGY AND HERITAGE STUDIES,J EAST MEDITERR ARCH,UNITED STATES,,,,X
JOURNAL OF EAST-WEST BUSINESS,J EAST-WEST BUS,UNITED STATES,,,,X
JOURNAL OF EATING DISORDERS,J EAT DISORD,ENGLAND,X,X,,
JOURNAL OF ECCLESIASTICAL HISTORY,J ECCLESIAST HIST,ENGLAND,,,X,
JOURNAL OF ECHOCARDIOGRAPHY,J ECHOCARDIOGR,JAPAN,,,,X
JOURNAL OF ECOLOGICAL ENGINEERING,J ECOL ENG,POLAND,,,,X
JOURNAL OF ECOLOGY,J ECOL,ENGLAND,X,,,
JOURNAL OF ECONOMETRICS,J ECONOMETRICS,NETHERLANDS,X,X,,
JOURNAL OF ECONOMIC AND ADMINISTRATIVE SCIENCES,J ECON ADM SCI,ENGLAND,,,,X
JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,J ECON BEHAV ORGAN,NETHERLANDS,,X,,
JOURNAL OF ECONOMIC DYNAMICS & CONTROL,J ECON DYN CONTROL,NETHERLANDS,,X,,
JOURNAL OF ECONOMIC EDUCATION,J ECON EDUC,UNITED STATES,,X,,
JOURNAL OF ECONOMIC ENTOMOLOGY,J ECON ENTOMOL,UNITED STATES,X,,,
JOURNAL OF ECONOMIC GEOGRAPHY,J ECON GEOGR,ENGLAND,,X,,
JOURNAL OF ECONOMIC GROWTH,J ECON GROWTH,NETHERLANDS,,X,,
JOURNAL OF ECONOMIC HISTORY,J ECON HIST,UNITED STATES,,X,X,
JOURNAL OF ECONOMIC INEQUALITY,J ECON INEQUAL,UNITED STATES,,X,,
JOURNAL OF ECONOMIC INTEGRATION,J ECON INTEGR,SOUTH KOREA,,,,X
JOURNAL OF ECONOMIC INTERACTION AND COORDINATION,J ECON INTERACT COOR,GERMANY,,X,,
JOURNAL OF ECONOMIC ISSUES,J ECON ISSUES,UNITED STATES,,X,,
JOURNAL OF ECONOMIC LITERATURE,J ECON LIT,UNITED STATES,,X,,
JOURNAL OF ECONOMIC METHODOLOGY,J ECON METHODOL,ENGLAND,,X,,
JOURNAL OF ECONOMIC PERSPECTIVES,J ECON PERSPECT,UNITED STATES,,X,,
JOURNAL OF ECONOMIC POLICY REFORM,J ECON POLICY REFORM,ENGLAND,,X,,
JOURNAL OF ECONOMIC PSYCHOLOGY,J ECON PSYCHOL,NETHERLANDS,,X,,
JOURNAL OF ECONOMIC SOCIOLOGY-EKONOMICHESKAYA SOTSIOLOGIYA,J ECON SOCIOL,RUSSIA,,,,X
JOURNAL OF ECONOMIC STUDIES,J ECON STUD,ENGLAND,,,,X
JOURNAL OF ECONOMIC SURVEYS,J ECON SURV,ENGLAND,,X,,
JOURNAL OF ECONOMIC THEORY,J ECON THEORY,UNITED STATES,,X,,
JOURNAL OF ECONOMICS,J ECON,AUSTRIA,,X,,
JOURNAL OF ECONOMICS & MANAGEMENT STRATEGY,J ECON MANAGE STRAT,UNITED STATES,,X,,
JOURNAL OF ECONOMICS AND BUSINESS,J ECON BUS,UNITED STATES,,,,X
JOURNAL OF ECONOMY CULTURE AND SOCIETY,J ECON CULT SOC,TURKEY,,,,X
JOURNAL OF ECT,J ECT,UNITED STATES,X,X,,
JOURNAL OF ECUMENICAL STUDIES,J ECUMENICAL STUD,UNITED STATES,,,X,
JOURNAL OF EDUCATION,J EDUC-S AFR,SOUTH AFRICA,,,,X
JOURNAL OF EDUCATION AND FUTURE-EGITIM VE GELECEK DERGISI,J EDUC FUTUR,TURKEY,,,,X
JOURNAL OF EDUCATION AND HEALTH PROMOTION,J EDUC HEALTH PROMOT,INDIA,,,,X
JOURNAL OF EDUCATION AND WORK,J EDUC WORK,ENGLAND,,,,X
JOURNAL OF EDUCATION CULTURE AND SOCIETY,J EDUC CULT SOC,POLAND,,,,X
JOURNAL OF EDUCATION FINANCE,J EDUC FINANC,UNITED STATES,,,,X
JOURNAL OF EDUCATION FOR BUSINESS,J EDUC BUS,UNITED STATES,,,,X
JOURNAL OF EDUCATION FOR STUDENTS PLACED AT RISK,J EDUC STUDENTS PLAC,UNITED STATES,,,,X
JOURNAL OF EDUCATION FOR TEACHING,J EDUC TEACHING,ENGLAND,,X,,
JOURNAL OF EDUCATION POLICY,J EDUC POLICY,ENGLAND,,X,,
JOURNAL OF EDUCATIONAL ADMINISTRATION,J EDUC ADMIN,ENGLAND,,,,X
JOURNAL OF EDUCATIONAL ADMINISTRATION AND HISTORY,J EDUC ADM HIST,ENGLAND,,,,X
JOURNAL OF EDUCATIONAL AND BEHAVIORAL STATISTICS,J EDUC BEHAV STAT,UNITED STATES,,X,,
JOURNAL OF EDUCATIONAL AND PSYCHOLOGICAL CONSULTATION,J EDUC PSYCHOL CONS,UNITED STATES,,X,,
JOURNAL OF EDUCATIONAL CHANGE,J EDUC CHANG,NETHERLANDS,,X,,
JOURNAL OF EDUCATIONAL COMPUTING RESEARCH,J EDUC COMPUT RES,UNITED STATES,,X,,
JOURNAL OF EDUCATIONAL CULTURAL AND PSYCHOLOGICAL STUDIES,J ED CULT PSYCHOL ST,ITALY,,,,X
JOURNAL OF EDUCATIONAL EVALUATION FOR HEALTH PROFESSIONS,J EDUC EVAL HEALTH P,SOUTH KOREA,,,,X
JOURNAL OF EDUCATIONAL MEASUREMENT,J EDUC MEAS,UNITED STATES,,X,,
JOURNAL OF EDUCATIONAL PSYCHOLOGY,J EDUC PSYCHOL,UNITED STATES,,X,,
JOURNAL OF EDUCATIONAL RESEARCH,J EDUC RES,UNITED STATES,,X,,
JOURNAL OF EDUCATIONAL SCIENCES & PSYCHOLOGY,J EDUC SCI PSYCHOL,ROMANIA,,,,X
JOURNAL OF EDUCATION-US,J EDUC-US,UNITED STATES,,,,X
JOURNAL OF EGYPTIAN ARCHAEOLOGY,J EGYPT ARCHAEOL,ENGLAND,,,X,
JOURNAL OF EGYPTIAN HISTORY,J EGYPT HIST,NETHERLANDS,,,,X
JOURNAL OF ELASTICITY,J ELASTICITY,NETHERLANDS,X,,,
JOURNAL OF ELASTOMERS AND PLASTICS,J ELASTOM PLAST,ENGLAND,X,,,
JOURNAL OF ELDER ABUSE & NEGLECT,J ELDER ABUSE NEGL,ENGLAND,,X,,
JOURNAL OF E-LEARNING AND KNOWLEDGE SOCIETY,J E-LEARN KNOWL SOC,ITALY,,,,X
JOURNAL OF ELECTIONS PUBLIC OPINION AND PARTIES,J ELECT PUBLIC OPIN,ENGLAND,,,,X
JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING,J ELECTR COMPUT ENG,UNITED STATES,,,,X
JOURNAL OF ELECTRICAL ENGINEERING & TECHNOLOGY,J ELECTR ENG TECHNOL,SOUTH KOREA,X,,,
JOURNAL OF ELECTRICAL ENGINEERING-ELEKTROTECHNICKY CASOPIS,J ELECTR ENG-SLOVAK,SLOVAKIA,X,,,
JOURNAL OF ELECTRICAL SYSTEMS,J ELECTR SYST,FRANCE,,,,X
JOURNAL OF ELECTROANALYTICAL CHEMISTRY,J ELECTROANAL CHEM,SWITZERLAND,X,,,
JOURNAL OF ELECTROCARDIOLOGY,J ELECTROCARDIOL,UNITED STATES,X,,,
JOURNAL OF ELECTROCERAMICS,J ELECTROCERAM,NETHERLANDS,X,,,
JOURNAL OF ELECTROCHEMICAL ENERGY CONVERSION AND STORAGE,J ELECTROCHEM ENERGY,UNITED STATES,X,,,
JOURNAL OF ELECTROCHEMICAL SCIENCE AND ENGINEERING,J ELECTROCHEM SCI EN,CROATIA,,,,X
JOURNAL OF ELECTROCHEMICAL SCIENCE AND TECHNOLOGY,J ELECTROCHEM SCI TE,SOUTH KOREA,X,,,
JOURNAL OF ELECTROMAGNETIC ENGINEERING AND SCIENCE,J ELECTROMAGN ENG SC,SOUTH KOREA,X,,,
JOURNAL OF ELECTROMAGNETIC WAVES AND APPLICATIONS,J ELECTROMAGNET WAVE,NETHERLANDS,X,,,
JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY,J ELECTROMYOGR KINES,ENGLAND,X,,,
JOURNAL OF ELECTRON SPECTROSCOPY AND RELATED PHENOMENA,J ELECTRON SPECTROSC,NETHERLANDS,X,,,
JOURNAL OF ELECTRONIC COMMERCE IN ORGANIZATIONS,J ELECTRON COMMER OR,UNITED STATES,,,,X
JOURNAL OF ELECTRONIC COMMERCE RESEARCH,J ELECTRON COMMER RE,UNITED STATES,,X,,
JOURNAL OF ELECTRONIC IMAGING,J ELECTRON IMAGING,UNITED STATES,X,,,
JOURNAL OF ELECTRONIC MATERIALS,J ELECTRON MATER,UNITED STATES,X,,,
JOURNAL OF ELECTRONIC PACKAGING,J ELECTRON PACKAGING,UNITED STATES,X,,,
JOURNAL OF ELECTRONIC TESTING-THEORY AND APPLICATIONS,J ELECTRON TEST,UNITED STATES,X,,,
JOURNAL OF ELECTRONICS & INFORMATION TECHNOLOGY,J ELECTRON INF TECHN,PEOPLES R CHINA,,,,X
JOURNAL OF ELECTROSTATICS,J ELECTROSTAT,NETHERLANDS,X,,,
JOURNAL OF ELEMENTOLOGY,J ELEMENTOL,POLAND,X,,,
JOURNAL OF ELLIPTIC AND PARABOLIC EQUATIONS,J ELLIPTIC PARABOL,GERMANY,,,,X
JOURNAL OF EMDR PRACTICE AND RESEARCH,J EMDR PRACT RES,UNITED STATES,,,,X
JOURNAL OF EMERGENCIES TRAUMA AND SHOCK,J EMERG TRAUMA SHOCK,INDIA,,,,X
JOURNAL OF EMERGENCY MEDICINE,J EMERG MED,UNITED STATES,X,,,
JOURNAL OF EMERGENCY MEDICINE CASE REPORTS,J EMERG MED CASE REP,TURKEY,,,,X
JOURNAL OF EMERGENCY NURSING,J EMERG NURS,UNITED STATES,X,X,,
JOURNAL OF EMERGING MARKET FINANCE,J EMERG MARK FINANC,INDIA,,,,X
JOURNAL OF EMERGING TECHNOLOGIES IN ACCOUNTING,J EMERG TECHNOL ACCO,UNITED STATES,,,,X
JOURNAL OF EMOTIONAL AND BEHAVIORAL DISORDERS,J EMOT BEHAV DISORD,UNITED STATES,,X,,
JOURNAL OF EMPIRICAL FINANCE,J EMPIR FINANC,NETHERLANDS,,X,,
JOURNAL OF EMPIRICAL LEGAL STUDIES,J EMPIR LEGAL STUD,UNITED STATES,,X,,
JOURNAL OF EMPIRICAL RESEARCH ON HUMAN RESEARCH ETHICS,J EMPIR RES HUM RES,UNITED STATES,X,X,,
JOURNAL OF EMPIRICAL THEOLOGY,J EMPIR THEOL,NETHERLANDS,,,,X
JOURNAL OF EMPLOYMENT COUNSELING,J EMPLOYMENT COUNS,UNITED STATES,,X,,
JOURNAL OF ENABLING TECHNOLOGIES,J ENABLING TECHNOL,ENGLAND,,,,X
JOURNAL OF ENDOCRINOLOGICAL INVESTIGATION,J ENDOCRINOL INVEST,ITALY,X,,,
JOURNAL OF ENDOCRINOLOGY,J ENDOCRINOL,ENGLAND,X,,,
JOURNAL OF ENDOCRINOLOGY AND METABOLISM,J ENDOCRINOL METAB,CANADA,,,,X
JOURNAL OF ENDOCRINOLOGY METABOLISM AND DIABETES OF SOUTH AFRICA,JEMDSA,ENGLAND,,,,X
JOURNAL OF ENDODONTICS,J ENDODONT,UNITED STATES,X,,,
JOURNAL OF ENDOMETRIOSIS AND PELVIC PAIN DISORDERS,J ENDOMETR PELVIC PA,ENGLAND,,,,X
JOURNAL OF ENDOUROLOGY,J ENDOUROL,UNITED STATES,X,,,
JOURNAL OF ENDOVASCULAR RESUSCITATION AND TRAUMA MANAGEMENT,J ENDOVASC RESUSC TR,SWEDEN,,,,X
JOURNAL OF ENDOVASCULAR THERAPY,J ENDOVASC THER,UNITED STATES,X,,,
JOURNAL OF ENERGETIC MATERIALS,J ENERG MATER,UNITED STATES,X,,,
JOURNAL OF ENERGY & NATURAL RESOURCES LAW,J ENERGY NAT RESO LA,ENGLAND,,,,X
JOURNAL OF ENERGY CHEMISTRY,J ENERGY CHEM,PEOPLES R CHINA,X,,,
JOURNAL OF ENERGY ENGINEERING,J ENERG ENG,UNITED STATES,X,,,
JOURNAL OF ENERGY IN SOUTHERN AFRICA,J ENERGY SOUTH AFR,SOUTH AFRICA,X,,,
JOURNAL OF ENERGY MARKETS,J ENERGY MARKETS,ENGLAND,,,,X
JOURNAL OF ENERGY RESOURCES TECHNOLOGY-TRANSACTIONS OF THE ASME,J ENERG RESOUR-ASME,UNITED STATES,X,,,
JOURNAL OF ENERGY STORAGE,J ENERGY STORAGE,NETHERLANDS,X,,,
JOURNAL OF ENGINEERED FIBERS AND FABRICS,J ENG FIBER FABR,UNITED STATES,X,,,
JOURNAL OF ENGINEERING,J ENG-NY,UNITED STATES,,,,X
JOURNAL OF ENGINEERING AND TECHNOLOGICAL SCIENCES,J ENG TECHNOL SCI,INDONESIA,,,,X
JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT,J ENG TECHNOL MANAGE,NETHERLANDS,X,X,,
JOURNAL OF ENGINEERING DESIGN,J ENG DESIGN,ENGLAND,X,,,
JOURNAL OF ENGINEERING DESIGN AND TECHNOLOGY,J ENG DES TECHNOL,ENGLAND,,,,X
JOURNAL OF ENGINEERING EDUCATION,J ENG EDUC,UNITED STATES,X,X,,
JOURNAL OF ENGINEERING FOR GAS TURBINES AND POWER-TRANSACTIONS OF THE ASME,J ENG GAS TURB POWER,UNITED STATES,X,,,
JOURNAL OF ENGINEERING MATERIALS AND TECHNOLOGY-TRANSACTIONS OF THE ASME,J ENG MATER-T ASME,UNITED STATES,X,,,
JOURNAL OF ENGINEERING MATHEMATICS,J ENG MATH,NETHERLANDS,X,,,
JOURNAL OF ENGINEERING MECHANICS,J ENG MECH,UNITED STATES,X,,,
JOURNAL OF ENGINEERING PHYSICS AND THERMOPHYSICS,J ENG PHYS THERMOPH+,BYELARUS,,,,X
JOURNAL OF ENGINEERING RESEARCH,J ENG RES-KUWAIT,KUWAIT,X,,,
JOURNAL OF ENGINEERING SCIENCE AND TECHNOLOGY,J ENG SCI TECHNOL,MALAYSIA,,,,X
JOURNAL OF ENGINEERING TECHNOLOGY,J ENG TECHNOL-US,UNITED STATES,X,,,
JOURNAL OF ENGINEERING THERMOPHYSICS,J ENG THERMOPHYS-RUS,RUSSIA,X,,,
JOURNAL OF ENGINEERING-JOE,J ENG-JOE,ENGLAND,,,,X
JOURNAL OF ENGLISH AND GERMANIC PHILOLOGY,J ENGL GER PHILOL,UNITED STATES,,,X,
JOURNAL OF ENGLISH AS A LINGUA FRANCA,J ENGL LING FR,GERMANY,,,,X
JOURNAL OF ENGLISH FOR ACADEMIC PURPOSES,J ENGL ACAD PURP,NETHERLANDS,,X,X,
JOURNAL OF ENGLISH LINGUISTICS,J ENGL LINGUIST,UNITED STATES,,X,X,
JOURNAL OF ENHANCED HEAT TRANSFER,J ENHANC HEAT TRANSF,ENGLAND,X,,,
JOURNAL OF ENTERPRISE INFORMATION MANAGEMENT,J ENTERP INF MANAG,ENGLAND,,X,,
JOURNAL OF ENTERPRISING COMMUNITIES-PEOPLE AND PLACES IN THE GLOBAL ECONOMY,J ENTERP COMMUNITIES,ENGLAND,,,,X
JOURNAL OF ENTERPRISING CULTURE,J ENTERP CULT,SINGAPORE,,,,X
JOURNAL OF ENTOMOLOGICAL SCIENCE,J ENTOMOL SCI,UNITED STATES,X,,,
JOURNAL OF ENTREPRENEURSHIP,J ENTREP,INDIA,,,,X
JOURNAL OF ENTREPRENEURSHIP AND PUBLIC POLICY,J ENTREP PUBLIC POLI,ENGLAND,,,,X
JOURNAL OF ENTREPRENEURSHIP IN EMERGING ECONOMIES,J ENTREP EMERG ECON,ENGLAND,,,,X
JOURNAL OF ENTREPRENEURSHIP MANAGEMENT AND INNOVATION,J ENTREP MANAG INNOV,POLAND,,,,X
JOURNAL OF ENVIRONMENT & DEVELOPMENT,J ENVIRON DEV,UNITED STATES,,X,,
JOURNAL OF ENVIRONMENTAL ACCOUNTING AND MANAGEMENT,J ENVIRON ACCOUNT MA,UNITED STATES,,,,X
JOURNAL OF ENVIRONMENTAL AND ENGINEERING GEOPHYSICS,J ENVIRON ENG GEOPH,UNITED STATES,X,,,
JOURNAL OF ENVIRONMENTAL AND PUBLIC HEALTH,J ENVIRON PUBLIC HEA,UNITED STATES,,,,X
JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING,J ENVIRON CHEM ENG,ENGLAND,X,,,
JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,J ENVIRON ECON MANAG,UNITED STATES,,X,,
JOURNAL OF ENVIRONMENTAL ECONOMICS AND POLICY,J ENVIRON ECON POLIC,ENGLAND,,,,X
JOURNAL OF ENVIRONMENTAL EDUCATION,J ENVIRON EDUC,UNITED STATES,,X,,
JOURNAL OF ENVIRONMENTAL ENGINEERING,J ENVIRON ENG,UNITED STATES,X,,,
JOURNAL OF ENVIRONMENTAL ENGINEERING AND LANDSCAPE MANAGEMENT,J ENVIRON ENG LANDSC,LITHUANIA,X,,,
JOURNAL OF ENVIRONMENTAL ENGINEERING AND SCIENCE,J ENVIRON ENG SCI,ENGLAND,,,,X
JOURNAL OF ENVIRONMENTAL HEALTH,J ENVIRON HEALTH,UNITED STATES,X,,,
JOURNAL OF ENVIRONMENTAL HEALTH SCIENCE AND ENGINEERING,J ENVIRON HEALTH SCI,IRAN,X,,,
JOURNAL OF ENVIRONMENTAL INFORMATICS,J ENVIRON INFORM,CANADA,X,,,
JOURNAL OF ENVIRONMENTAL LAW,J ENVIRON LAW,ENGLAND,,X,,
JOURNAL OF ENVIRONMENTAL MANAGEMENT,J ENVIRON MANAGE,ENGLAND,X,,,
JOURNAL OF ENVIRONMENTAL PATHOLOGY TOXICOLOGY AND ONCOLOGY,J ENVIRON PATHOL TOX,UNITED STATES,X,,,
JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT,J ENVIRON PLANN MAN,ENGLAND,,X,,
JOURNAL OF ENVIRONMENTAL POLICY & PLANNING,J ENVIRON POL PLAN,ENGLAND,,X,,
JOURNAL OF ENVIRONMENTAL PROTECTION AND ECOLOGY,J ENVIRON PROT ECOL,BULGARIA,X,,,
JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,J ENVIRON PSYCHOL,ENGLAND,,X,,
JOURNAL OF ENVIRONMENTAL QUALITY,J ENVIRON QUAL,UNITED STATES,X,,,
JOURNAL OF ENVIRONMENTAL RADIOACTIVITY,J ENVIRON RADIOACTIV,ENGLAND,X,,,
JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING,J ENVIRON SCI HEAL A,UNITED STATES,X,,,
JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES,J ENVIRON SCI HEAL B,UNITED STATES,X,,,
JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART C-ENVIRONMENTAL CARCINOGENESIS & ECOTOXICOLOGY REVIEWS,J ENVIRON SCI HEAL C,UNITED STATES,X,,,
JOURNAL OF ENVIRONMENTAL SCIENCE AND MANAGEMENT,J ENVIRON SCI MANAG,PHILIPPINES,X,,,
JOURNAL OF ENVIRONMENTAL SCIENCES,J ENVIRON SCI,PEOPLES R CHINA,X,,,
JOURNAL OF ENVIRONMENTAL STUDIES AND SCIENCES,J ENVIRON STUD SCI,UNITED STATES,,,,X
JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY,J ENZYM INHIB MED CH,ENGLAND,X,,,
JOURNAL OF EPIDEMIOLOGY,J EPIDEMIOL,JAPAN,X,,,
JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,J EPIDEMIOL COMMUN H,ENGLAND,X,X,,
JOURNAL OF EPIDEMIOLOGY AND GLOBAL HEALTH,J EPIDEMIOL GLOB HEA,FRANCE,X,X,,
JOURNAL OF EQUINE VETERINARY SCIENCE,J EQUINE VET SCI,UNITED STATES,X,,,
JOURNAL OF ESSENTIAL OIL BEARING PLANTS,J ESSENT OIL BEAR PL,INDIA,X,,,
JOURNAL OF ESSENTIAL OIL RESEARCH,J ESSENT OIL RES,UNITED STATES,X,,,
JOURNAL OF ESTHETIC AND RESTORATIVE DENTISTRY,J ESTHET RESTOR DENT,UNITED STATES,X,,,
JOURNAL OF ETA MARITIME SCIENCE,J ETA MARIT SCI,TURKEY,,,,X
JOURNAL OF ETHNIC & CULTURAL DIVERSITY IN SOCIAL WORK,J ETHN CULT DIVERSIT,UNITED STATES,,,,X
JOURNAL OF ETHNIC AND MIGRATION STUDIES,J ETHN MIGR STUD,ENGLAND,,X,,
JOURNAL OF ETHNICITY IN CRIMINAL JUSTICE,J ETHN CRIM JUSTICE,UNITED STATES,,,,X
JOURNAL OF ETHNICITY IN SUBSTANCE ABUSE,J ETHN SUBST ABUSE,ENGLAND,X,X,,
JOURNAL OF ETHNOBIOLOGY,J ETHNOBIOL,UNITED STATES,X,X,,
JOURNAL OF ETHNOBIOLOGY AND ETHNOMEDICINE,J ETHNOBIOL ETHNOMED,ENGLAND,X,,,
JOURNAL OF ETHNOPHARMACOLOGY,J ETHNOPHARMACOL,IRELAND,X,,,
JOURNAL OF ETHOLOGY,J ETHOL,JAPAN,X,,,
JOURNAL OF EUKARYOTIC MICROBIOLOGY,J EUKARYOT MICROBIOL,UNITED STATES,X,,,
JOURNAL OF EUROPEAN COMPETITION LAW & PRACTICE,J EUR COMPET LAW PRA,ENGLAND,,,,X
JOURNAL OF EUROPEAN INTEGRATION,J EUR INTEGR,ENGLAND,,X,,
JOURNAL OF EUROPEAN PUBLIC POLICY,J EUR PUBLIC POLICY,ENGLAND,,X,,
JOURNAL OF EUROPEAN REAL ESTATE RESEARCH,J EUR REAL ESTATE RE,ENGLAND,,,,X
JOURNAL OF EUROPEAN SOCIAL POLICY,J EUR SOC POLICY,ENGLAND,,X,,
JOURNAL OF EUROPEAN STUDIES,J EUR STUD,ENGLAND,,,X,
JOURNAL OF EVALUATION IN CLINICAL PRACTICE,J EVAL CLIN PRACT,ENGLAND,X,,,
JOURNAL OF EVIDENCE-BASED DENTAL PRACTICE,J EVID-BASED DENT PR,UNITED STATES,X,,,
JOURNAL OF EVIDENCE-BASED INTEGRATIVE MEDICINE,J EVID-BASED INTEGR,UNITED STATES,,,,X
JOURNAL OF EVIDENCE-BASED PSYCHOTHERAPIES,J EVID-BASED PSYCHOT,ROMANIA,,X,,
JOURNAL OF EVIDENCE-BASED SOCIAL WORK,J EVID-BASED SOC WOR,UNITED STATES,,,,X
JOURNAL OF EVOLUTION EQUATIONS,J EVOL EQU,SWITZERLAND,X,,,
JOURNAL OF EVOLUTION OF MEDICAL AND DENTAL SCIENCES-JEMDS,J EVOL MED DENT SCI-,INDIA,,,,X
JOURNAL OF EVOLUTIONARY BIOCHEMISTRY AND PHYSIOLOGY,J EVOL BIOCHEM PHYS+,RUSSIA,X,,,
JOURNAL OF EVOLUTIONARY BIOLOGY,J EVOLUTION BIOL,ENGLAND,X,,,
JOURNAL OF EVOLUTIONARY ECONOMICS,J EVOL ECON,GERMANY,,X,,
JOURNAL OF EXERCISE REHABILITATION,J EXERC REHABIL,SOUTH KOREA,,,,X
JOURNAL OF EXERCISE SCIENCE & FITNESS,J EXERC SCI FIT,PEOPLES R CHINA,X,,,
JOURNAL OF EXOTIC PET MEDICINE,J EXOT PET MED,UNITED STATES,X,,,
JOURNAL OF EXPERIENTIAL EDUCATION,J EXPERIENT EDUC,UNITED STATES,,,,X
JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,J EXP CLIN CANC RES,ITALY,X,,,
JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,J EXP THEOR ARTIF IN,ENGLAND,X,,,
JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS,J EXP THEOR PHYS+,RUSSIA,X,,,
JOURNAL OF EXPERIMENTAL BIOLOGY,J EXP BIOL,ENGLAND,X,,,
JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,ENGLAND,X,,,
JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY,J EXP CHILD PSYCHOL,UNITED STATES,,X,,
JOURNAL OF EXPERIMENTAL CRIMINOLOGY,J EXP CRIMINOL,NETHERLANDS,,X,,
JOURNAL OF EXPERIMENTAL EDUCATION,J EXP EDUC,UNITED STATES,,X,,
JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,J EXP MAR BIOL ECOL,NETHERLANDS,X,,,
JOURNAL OF EXPERIMENTAL MEDICINE,J EXP MED,UNITED STATES,X,,,
JOURNAL OF EXPERIMENTAL NANOSCIENCE,J EXP NANOSCI,ENGLAND,X,,,
JOURNAL OF EXPERIMENTAL NEUROSCIENCE,J EXP NEUROSCI,ENGLAND,,,,X
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION,J EXP PSYCHOL-ANIM L,UNITED STATES,X,X,,
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-APPLIED,J EXP PSYCHOL-APPL,UNITED STATES,,X,,
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,J EXP PSYCHOL GEN,UNITED STATES,,X,,
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,J EXP PSYCHOL HUMAN,UNITED STATES,X,X,,
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,J EXP PSYCHOL LEARN,UNITED STATES,X,X,,
JOURNAL OF EXPERIMENTAL PSYCHOPATHOLOGY,J EXP PSYCHOPATHOL,ENGLAND,,X,,
JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,J EXP SOC PSYCHOL,UNITED STATES,,X,,
JOURNAL OF EXPERIMENTAL THERAPEUTICS AND ONCOLOGY,J EXP THER ONCOL,UNITED STATES,,,,X
JOURNAL OF EXPERIMENTAL ZOOLOGY PART A-ECOLOGICAL AND INTEGRATIVE PHYSIOLOGY,J EXP ZOOL PART A,UNITED STATES,X,,,
JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION,J EXP ZOOL PART B,UNITED STATES,X,,,
JOURNAL OF EXPOSURE SCIENCE AND ENVIRONMENTAL EPIDEMIOLOGY,J EXPO SCI ENV EPID,UNITED STATES,X,,,
JOURNAL OF EXTENSION,J EXT,UNITED STATES,,,,X
JOURNAL OF EXTRACELLULAR VESICLES,J EXTRACELL VESICLES,ENGLAND,X,,,
JOURNAL OF EYE MOVEMENT RESEARCH,J EYE MOVEMENT RES,SWITZERLAND,X,,,
JOURNAL OF FACILITIES MANAGEMENT,J FACIL MANAG,ENGLAND,,,,X
JOURNAL OF FAILURE ANALYSIS AND PREVENTION,J FAIL ANAL PREV,UNITED STATES,,,,X
JOURNAL OF FAMILY AND COMMUNITY MEDICINE,J FAM COMMUNITY MED,SAUDI ARABIA,,,,X
